,Names,Gender,Hair_Color,Tags,Anime,Manga
6767,Piitan,Male,Grey Hair,['Facial Hair'],['Black Paradox'],
6768,Lai,Male,Black Hair,['Adult'],['Bloodivores'],
6769,Elimona,Female,,"['Mole', 'Pervert']",['Defense Devil'],
6770,Sugal GARYPETER,Male,,"['Agent of the Afterlife', 'Shinigami', 'Smoker']",['Defense Devil'],
6771,Eagle Spirit,Bird,Ghost,['Shaman King'],,
6772,Riz VISCONTI,Female,Black Hair,"['Magical Girl', 'Mercenary']","['Puella Magi Tart Magica: The Legend of ""Jeanne d\'Arc""']",
6773,Matsuri HINATA,Female,Green Hair,"['Magical Girl', 'Pigtails']",['Puella Magi Suzune☆Magica'],
6774,Fumito MOMOTA,Male,,['Heart no Kakurega'],,
6775,Isami KONDOU,Male,Black Hair,"['Closed Eyes', 'Historical Figure', 'Police', 'Ponytail', 'Samurai', 'Scar', 'Shinsengumi', 'Sword Fighter']","['Chiruran: Nibun no Ichi', 'Chiruran: Nibun no Ichi Special']",
6776,Mizuki FUDOU,Female,Brown Hair,"['Idol', 'Politician', 'Rosy Cheeks']",['Idol Incidents'],
6777,Newspaper Club Girl,Female,Green Hair,"['Glasses', 'Middle School Student', 'Teenager']",['Scorching Ping Pong Girls'],
6778,Christina,Female,Red Hair,['Ponytail'],['Garo Movie: Divine Flame'],
6779,Kram,Female,,['Dinosaur'],['My Girlfriend is a T-Rex'],
6780,Mimi MINEY,Female,Brown Hair,"['Adult', 'Nurse']",['Ace Attorney'],
6781,Asahi OUIMICHI,Female,Black Hair,"['Martial Artist', 'Middle School Student', 'Teenager']","['Pop in Q', 'Pop in Q Dance MV']",
6782,Isumi KOMINATO,Female,Brown Hair,"['Athlete', 'Middle School Student', 'Ponytail', 'Scarf', 'Teenager']","['Pop in Q', 'Pop in Q Dance MV']",
6783,Tsumugi MOTOHASHI,Female,,['Overweight'],['Pochamani'],
6784,Mafuyu's Grandfather,Male,,"['Bald', 'Elderly', 'Facial Hair']",['Mahou Shoujo Nante Mouiidesukara. Second Season'],
6785,Miho KOIGAKUBO,Female,Brown Hair,['Police'],['Shirobako Specials'],
6786,Elise,Female,Black Hair,['Snaggletooth'],['Shirobako Specials'],
6787,Shiori IZUMI,Seishun Pop!,,,,
6788,Hiromi's Mother,Female,Brown Hair,"['Adult', 'Glasses']",['Minami Kamakura High School Girls Cycling Club'],
6789,Santa CLAUS,Male,White Hair,"['Breathtaking Beard', 'Facial Hair', 'Hat', 'Magic User']","['Santa (Silyeong)', 'Santa (Silyeong) - Part 2']",
6790,Kageno,Kageno Datte Seishun Shitai,,,,
6791,Kazuya MINEGISHI,Male,Blue Hair,['Devil Survivor'],,
6792,Aldarp Alex BARNES,Male,Blonde Hair,"['Facial Hair', 'Gloves', 'Magnificent Mustache', 'Nobility', 'Overweight']","[""KonoSuba – God's blessing on this wonderful world! 2""]","['KonoSuba: Consulting with this Masked Devil!', 'KonoSuba: God’s Blessing on This Wonderful World!', ""KonoSuba: God's Blessing on This Wonderful World! (Light Novel)""]"
6793,Mutsumi KAWAHARA,Female,Orange Hair,['Girlish Number'],,
6794,Ojun,Female,Black Hair,['Child'],['Onihei'],
6795,You,Male,Brown Hair,"['Adult', 'Delinquent', 'Single Parent', 'Teacher']",['Father and Son'],
6796,Ako TAKAMINE,Female,Brown Hair,"['High School Student', 'Mischievous', 'Snaggletooth', 'Teenager']",['Schoolgirl Strikers: Animation Channel'],['Schoolgirl Strikers: Comic Channel']
6797,Noi,Chou Yuu Sekai: Being the Reality,,,,
6798,Motis,Chou Yuu Sekai: Being the Reality,,,,
6799,Galaxy,Male,,['My Smartboy'],,
6800,Harusumi MINAMI,Male,Brown Hair,['Bokura no Kiseki'],,
6801,Paul HANBRIDGE,Male,Brown Hair,"['Glasses', 'Nobility', 'Politician']",['Little Witch Academia TV'],['Little Witch Academia (Yoh YOSHINARI)']
6802,Mutsu IGARASHI,Female,White Hair,"['Hair Ribbons', 'Teenager']","[""There's a Demon Lord in the Floor""]",
6803,Riina MITSUTAKE,Female,Blonde Hair,"['Headband', 'Heterochromia', 'Idol', 'Politician', 'Ponytail']",['Idol Incidents'],
6804,Chiyo TAIRA,Female,,['Uratarou'],,
6805,Maybelle TAKASAKI,Female,Blonde Hair,['Idol'],['Idol Incidents'],
6806,Kazumi MUKAI,Female,Purple Hair,"['Hair Antenna', 'Idol']",['Idol Incidents'],
6807,Clam,Male,,"['Bald', 'Facial Hair']",['ACCA: 13-Territory Inspection Dept.'],
6808,Mitaka ASAHI,Male,Red Hair,"['Idol', 'Snaggletooth']","['Idol Land PriPara', 'Idol Land PriPara Episode 0', 'Idol Time PriPara']",
6809,Riga Tony,Male,Brown Hair,"['Facial Hair', 'Glasses', 'Writer']",['Piace: Watashi no Italian'],
6810,Mrs. Yagi's Daughter,Female,,['Teenager'],['Goodnight Punpun'],
6811,Tsukimiya,Female,Blonde Hair,"['Angel', 'Blood Power', 'Cursebearer', 'Half-Breed', 'Magic User', 'Teenager', 'Vampire']",['Bloody Cross'],
6812,Ryouji YOSHII,Male,Black Hair,['Sakurada Reset'],"['Sakurada Reset: Cat, Ghost and Revolutionary Sunday']",
6813,Hitomi Annette ANEMATSURI,Female,,['RIN-NE 3'],['RIN-NE'],
6814,Moriya TSUTSUMI,Male,Grey Hair,"['Adult', 'Disabled', 'University Student', 'Wheelchair']",['Atom: The Beginning'],
6815,Maria,Female,Blonde Hair,"['Android', 'Rapunzel Hair', 'Robot']",['Atom: The Beginning'],
6816,Pascal-sensei,Male,,['Teacher'],"['100% Pascal-sensei', '100% Pascal-sensei (2017)', '40-Shuunen da yo! Coro Coro All-Star Shougakkou']",
6817,Miruku-chan,Female,,['Kaitou Tenshi Twin Angel TV'],,
6818,Chiharu KIYOKAWA,Female,,"['High School Student', 'Pervert', 'Ponytail', 'Teenager']",['Ureshon!'],
6819,Sebas,Male,,"['Butler', 'Facial Hair']","['Accomplishments of the Duke’s Daughter', 'Accomplishments of the Duke’s Daughter (Light Novel)']",
6820,Moneda,Male,,['Glasses'],"['Accomplishments of the Duke’s Daughter', 'Accomplishments of the Duke’s Daughter (Light Novel)']",
6821,Sei,Male,,['Butler'],['Accomplishments of the Duke’s Daughter'],
6822,Merida,Female,,['Cook'],"['Accomplishments of the Duke’s Daughter', 'Accomplishments of the Duke’s Daughter (Light Novel)']",
6823,Sasa MOMOKAWA,Female,Blonde Hair,"['Hair Ribbons', 'High School Student', 'Pigtails', 'Teenager']",['Schoolgirl Strikers: Animation Channel'],['Schoolgirl Strikers: Comic Channel']
6824,Koori ORIGAMI,Female,Black Hair,"['High School Student', 'Teenager']",['Schoolgirl Strikers: Animation Channel'],['Schoolgirl Strikers: Comic Channel']
6825,Kaede YAMABUKI,Female,Blonde Hair,"['High School Student', 'Teenager']",['Schoolgirl Strikers: Animation Channel'],['Schoolgirl Strikers: Comic Channel']
6826,Haruka AYATSUJI,Female,Brown Hair,['Teenager'],['World Trigger'],['World Trigger']
6827,Ryou UTAGAWA,Male,Orange Hair,['Teenager'],['World Trigger'],['World Trigger']
6828,Takkun,Male,Blonde Hair,['Interviews with Monster Girls'],,
6829,Sacred Angel,Female,Red Hair,"['Battle Gamer', 'Ponytail']","[""Akiba's Trip: The Animation""]",
6830,Miumiu,Female,Pink Hair,['Hair Ribbons'],"[""Akiba's Trip: The Animation""]",
6831,Shigaraki,Male,Grey Hair,"['Balding', 'Glasses', 'Overweight']",['Sakura Quest'],
6832,Mitsuhiko NOMURA,Male,Brown Hair,"['KADO: The Right Answer', 'KADO: The Right Answer - Ninovo']",,
6833,Valt's Father,Male,Turquoise Hair,['Adult'],['Beyblade: Burst'],
6834,Shigemitsu IZUMI,Male,,"['Crossdresser', 'High School Student']",['Boy Skirt'],
6835,Kako KAHARA,Female,Brown Hair,"['Bookworm', 'Glasses', 'High School Student', 'Teenager']",['Mishounen Produce'],
6836,Hidehiko SHINOHARA,Male,Black Hair,"['Adult', 'Pilot']",['KADO: The Right Answer'],
6837,Spex,Male,Multicolored Hair,"['Animal', 'Cat', 'Goggles']",['Monster Hunter Stories: RIDE ON'],
6838,Tapasa,Male,,"['Bald', 'Bodyguard', 'Dark-skinned', 'Face Markings', 'Muscular', 'Scantily-clad']",['Berserk (2017)'],['Berserk']
6839,Gnosis,Demon,,['Seven Mortal Sins'],,
6840,Kae ASAHINA,Female,Brown Hair,"['Band Member', 'High School Student', 'Musician', 'Pigtails', 'Teenager', 'Twin']",['Haruchika: Haruta & Chika'],
6841,Shigezane,Male,Black Hair,"['Animal', 'Cat']",['Kobayashi ga Kawai Sugite Tsurai!!'],
6842,F-14,Male,Multicolored Hair,"['Animal', 'Cat']",['Atom: The Beginning'],
6843,Tharja,Fire Emblem: Awakening - Comic Anthology,Fire Emblem: Heroes - A Day in the Life,,,
6844,Sangwoo's Father,Male,Black Hair,"['Adult', 'Cruel', 'Smoker']",['Killing Stalking'],
6845,Eiri's Father,Male,,"['Adult', 'Bald', 'Monk', 'Single Parent', 'Widow']",['Gravitation'],['Gravitation']
6846,Yuki AOI,Male,Multicolored Hair,"['Band Member', 'Guitarist', 'Mole', 'Musician', 'Piercings']",['Dynamic Chord'],
6847,Sakura HINOYAMA,Male,Purple Hair,"['Band Member', 'Guitarist', 'Hair Antenna', 'Musician', 'Singer']",['Dynamic Chord'],
6848,Yorito KISAKA,Male,Red Hair,"['Band Member', 'Singer', 'Tattoo']",['Dynamic Chord'],
6849,Shinobu KUROSAWA,Male,Grey Hair,"['Band Member', 'Bassist', 'Glasses', 'Musician']",['Dynamic Chord'],
6850,Shinomune SUMIYA,Male,Multicolored Hair,"['Band Member', 'Drummer', 'Musician']",['Dynamic Chord'],
6851,Meguru SATOI,Nise x Koi Boyfriend,,,,
6852,Keishi,Nise x Koi Boyfriend,,,,
6853,Guriko,Female,Purple Hair,"['Child', 'Hat']",['Frame Arms Girl'],
6854,Yuzu DATE,Female,,['Harem Marriage'],,
6855,Teacher,Male,Black Hair,"['Adult', 'Glasses', 'Teacher']",['Love Tyrant'],['Love Tyrant']
6856,Mori MOTONARI,Male,White Hair,"['Historical Figure', 'Piercings', 'Sword Fighter']",['Ikemen Sengoku: Bromances Across Time'],
6857,Edoardo Evgenevitch ZELENIN,Male,Blonde Hair,"['Animal Lover', 'Blinding Bangs', 'Gangster', 'Smoker']",['Mitsumei'],
6858,Ayana NAKATSUGAWA,Female,Black Hair,['Adult'],['Sakura Quest'],
6859,Conehead,Male,,"['Bald', 'Facial Hair', 'Firefighter', 'Glasses', 'No Eyebrows', 'Scientist']",['Fire Force'],['Fire Force']
6860,Glenn ARIAS,Male,Blonde Hair,"['Merchant', 'Vengeful']",['Resident Evil: Vendetta'],
6861,Damian,Male,Black Hair,"['Dark-skinned', 'Facial Hair', 'Pilot']",['Resident Evil: Vendetta'],
6862,Captain,Male,Black Hair,['Facial Hair'],['Resident Evil: Vendetta'],
6863,Saku,Female,Black Hair,"['Adult', 'Glasses', 'Hair Buns', 'Salaryman']",['Sakura Quest'],
6864,Yuki,Female,Black Hair,"['Adult', 'Ponytail']",['Sakura Quest'],
6865,Haran,Male,,"['Face Markings', 'Knife Fighter']","['Fire Force', 'Fire Force 2nd Season']",['Fire Force']
6866,Jean RUM,Female,Black Hair,"['Glasses', 'Magic User']",['Fate/Apocrypha'],['Fate/Apocrypha (Light Novel)']
6867,Keisuke FUJITANI,Male,Black Hair,"['Adult', 'Team Coach']",['DIVE!!'],"['DIVE!! (Masahiro IKENO)', 'DIVE!! (Ruzuru AKASHIBA)']"
6868,Bishop of Gresit,Male,Grey Hair,"['Balding', 'Hat', 'Priest', 'Ruthless']","['Castlevania', 'Castlevania Season 2']",
6869,Iris,Female,Grey Hair,['Battle Girl High School'],,
6870,Amor,Female,Blonde Hair,['Hina Logi: From Luck & Logic'],,
6871,Beatrice,Female,,"['Clumsy', 'Demon', 'Hair Ribbons', 'Pigtails']",['Oshioki X-Cute'],
6872,Tsugumi KAWANA,Perfect World (Rie ARUGA),,,,
6873,Tiki,Female,Multicolored Hair,['Genetically Engineered'],"['Symphogear AXZ', 'Symphogear XV']",
6874,Toma,Male,Black Hair,"['Child', 'Hat', 'Inventor']","['Guru Guru Petit Anime Gekijou', 'Mahoujin Guru Guru (2017)']",
6875,Sei AOKI,Female,Black Hair,"['Adult', 'Dancer']",['The [email\xa0protected]: Cinderella Girls Second Series'],['THE [email\xa0protected]: Cinderella Girls Theater']
6876,Mai FUKUYAMA,Female,Black Hair,"['Child', 'Idol']",['The [email\xa0protected]: Cinderella Girls Second Series'],"['THE [email\xa0protected]: Cinderella Girls Theater', 'The [email\xa0protected]: Cinderella Girls - U149']"
6877,Ayano KATOU,Female,Brown Hair,"['Hair Buns', 'High School Student', 'Rosy Cheeks', 'Teenager']",['Love and Lies'],['Love and Lies']
6878,Miura,Fireworks,,,,
6879,Torin Dead Rabbits Ltd.,Female,Blue Hair,"['Animal Hood', 'Monster']","['Monster Strike', 'Monster Strike 2nd Season', ""Monster Strike: An Encore and Continuance - Pandora's Box"", 'Monster Strike: Mermaid Rhapsody', 'Monster Strike: Rain of Memories', 'Monster Strike: The Fading Cosmos', 'Monster Strike: The Long-Awaited Utopia', 'Monster Strike The Movie']",
6880,Rinto Dead Rabbits Ltd.,Female,Blonde Hair,['Monster'],"['Monster Strike', 'Monster Strike 2nd Season', ""Monster Strike: An Encore and Continuance - Pandora's Box"", 'Monster Strike: Mermaid Rhapsody', 'Monster Strike: Rain of Memories', 'Monster Strike: The Fading Cosmos', 'Monster Strike: The Long-Awaited Utopia', 'Monster Strike The Movie']",
6881,Jun NIKAIDOU,Female,Black Hair,"['High School Student', 'Monster Tamer', 'Shy', 'Teenager']","['Monster Strike', 'Monster Strike The Movie']",
6882,Sexy Roller,Female,Blonde Hair,"['Hat', 'Monster']",['Monster Strike'],
6883,Shirayukihime Ribbon,Female,Purple Hair,"['Hair Ribbons', 'Idol', 'Monster']","['Monster Strike', 'Monster Strike The Movie']",
6884,Fumika KENMOCHI,Female,Brown Hair,"['High School Student', 'Pigtails', 'Teenager']",['Fastest Finger First'],
6885,Haruomi KONOE,High School Student,Teenager,['Fastest Finger First'],,
6886,Yoshikatsu KURADA,Male,Brown Hair,"['High School Student', 'Teenager']",['Fastest Finger First'],
6887,Wataru MARUYAMA,Glasses,High School Student,['Fastest Finger First'],,
6888,Elysio,Male,Grey Hair,['Blinding Bangs'],['Kirakira Pretty Cure a la Mode'],
6889,Vesta,Female,Brown Hair,['Hina Logi: From Luck & Logic'],,
6890,Kim JUMI,This Summer,,,,
6891,Shouhei TOBA,Male,,"['Abnormally Tall', 'Adult', 'Martial Artist', 'Muscular', 'Wrestler']",['Baki the Grappler'],['Baki the Grappler']
6892,Mizuha HASE,Female,,['Elegant Youkai Apartment Life'],,
6893,Gio,Male,Brown Hair,"['Cyborg', 'Exotic Eyes', 'Scar', 'Sword Fighter']",['Children of Ether'],
6894,Isaak,Blonde Hair,,"['Dies irae', 'Dies irae: The Dawning Days', 'Dies irae: To the Ring Reincarnation']",,
6895,Akira NAGATA,Male,Black Hair,['Middle School Student'],['Hell Girl: Fourth Twilight'],
6896,Teacher,Female,Black Hair,"['Adult', 'Teacher']",['Action Heroine Cheer Fruits'],
6897,Rikimaru,Male,Black Hair,"['Crossdresser', 'High School Student', 'Teenager']",['Handa-kun'],['Handa-kun']
6898,Oswald,Male,,"['Animal', 'Rabbit']",['Disney Tsum Tsum'],
6899,Takoyaki-kun,Male,Black Hair,"['Artist', 'Bandana', 'Closed Eyes', 'High School Student', 'Kansai Dialect', 'Otaku', 'Teenager']",['Handa-kun'],['Handa-kun']
6900,Sasuke KOZOUMARU,Male,Brown Hair,"['Athlete', 'Soccer Player']","['Inazuma Eleven: Ares no Tenbin', 'Inazuma Eleven: Orion no Kokuin']",
6901,Nishina,Female,Brown Hair,"['High School Student', 'Teenager']",['Parallel Paradise'],
6902,Celine,Female,Black Hair,"['Adult', 'Demon', 'Frequently-Naked', 'Hot-Headed', 'Prostitute', 'Stalker', 'Succubus']",['Devil Ecstasy'],
6903,Tanya CHICHIAKIS,Female,,"['Elemental Powers', 'Ghost', 'Hair Ribbons', 'Ice Powers', 'Magic User', 'Maid', 'Pigtails']","['Kujibiki Tokushou: Musou Harem-ken', 'Kujibiki Tokushou: Musou Harem-ken (Light Novel)']",
6904,Marie,Female,Purple Hair,"['Cook', 'Waiter']","['Kujibiki Tokushou: Musou Harem-ken', 'Kujibiki Tokushou: Musou Harem-ken (Light Novel)']",
6905,Tsukasa KOMICHI,Male,Black Hair,"['High School Student', 'Teenager']",['Handa-kun'],['Handa-kun']
6906,Souichi NAGAMASA,Male,Brown Hair,"['Glasses', 'High School Student', 'Mole', 'Teenager']",['Handa-kun'],['Handa-kun']
6907,Zarks,Male,,"['Bald', 'Mecha Pilot']","[""Knight's & Magic""]","[""Knight's & Magic (Light Novel)""]"
6908,Haurvatat,Female,White Hair,"['Dual Wielder', 'Sword Fighter', 'Tail']","['Seichou Cheat de Nandemo Dekiru you ni Natta ga, Mushoku dake wa Yamerarenai you desu (Light Novel)']",
6909,Aki,Female,Orange Hair,"['Pigtails', 'Rosy Cheeks', 'Video Gamer']",['Clean Freak! Aoyama-kun'],
6910,Xiao Ruo Han,Female,Purple Hair,['University Student'],['RoboMasters The Animated Series'],
6911,Daiki KUROSAWA,Male,Black Hair,"['Glasses', 'High School Student', 'Teenager']","[""King's Game""]","[""King's Game: Extreme""]"
6912,Tsubasa FURUSAWA,Male,Brown Hair,"['High School Student', 'Teenager']","[""King's Game""]","[""King's Game: Extreme""]"
6913,Mio,Female,,"['Braids', 'Freckles']","['How to Build a Dungeon: Book of the Demon King', 'How to Build a Dungeon: Book of the Demon King (Light Novel)']",
6914,Nadja,Female,,['Sword Fighter'],"['How to Build a Dungeon: Book of the Demon King', 'How to Build a Dungeon: Book of the Demon King (Light Novel)']",
6915,Kine,Male,,"['Bald', 'Detective', 'Facial Hair', 'Smoker']","['Durarara!! X2', 'Durarara!! X2 The Second Arc', 'Durarara!! X2 The Third Arc']",
6916,Piano Teacher,Female,Black Hair,"['Adult', 'Musician', 'Pianist', 'Teacher']","[""Angel's 3Piece!""]",
6917,Store Owner,Male,Brown Hair,['Bastard'],,
6918,Anna,Female,Grey Hair,['Headband'],['Sennen Sensou Aigis: Eiyuu no Kizuna'],
6919,Aigis,Female,Blonde Hair,"['Deity', 'Rapunzel Hair', 'Wings']","['Sennen Sensou Aigis: Eiyuu no Kizuna', 'Sennen Sensou Aigis: Gekka no Hanayome (Light Novel)']",
6920,Bashira,Female,Magenta Hair,"['Animal Ears', 'Archer', 'Gloves', 'Scantily-clad', 'Scarf']",['Sennen Sensou Aigis: Eiyuu no Kizuna'],
6921,Youichi NISAKA,Male,Purple Hair,['Adult'],['Love and Lies'],['Love and Lies']
6922,Kuro,Male,Black Hair,"['Knife Fighter', 'Sharp Teeth', 'Vampire Hunter']",['Dia Game'],
6923,Nana,Female,Turquoise Hair,"['Shapeshifter', 'Teenager']",['Henkei Shoujo'],
6924,Matsu SUGURU,Male,Black Hair,"['Magic User', 'Teenager']",['Clean Freak! Aoyama-kun'],
6925,Johnny RICO,Starship Troopers: Traitor of Mars,,,,
6926,Keiko YASUDA,Female,Brown Hair,['Adult'],"['Hell Girl', 'Hell Girl: Fourth Twilight']",
6927,Ady,Black Hair,,['Dark-skinned'],"['Marvel Future Avengers', 'Marvel Future Avengers 2nd Season']","[""Marvel's Future Avengers""]"
6928,Chloe,Female,Blonde Hair,['Pigtails'],"['Marvel Future Avengers', 'Marvel Future Avengers 2nd Season']","[""Marvel's Future Avengers""]"
6929,Child B,Female,Black Hair,"['Child', 'Ponytail']",['Action Heroine Cheer Fruits'],
6930,Child C,Female,Brown Hair,"['Child', 'Hair Ribbons']",['Action Heroine Cheer Fruits'],
6931,Train Passenger,Female,Brown Hair,"['Adult', 'Ponytail']",['Action Heroine Cheer Fruits'],
6932,Potage,Male,White Hair,"['Alien', 'Balding', 'Elderly', 'Facial Hair']",['Dragon Ball Super'],
6933,Erika AKANISHI,Female,Brown Hair,"['Braids', 'Idol', 'Pigtails', 'Teenager']",['THE [email\xa0protected]: Cinderella Girls Theater'],
6934,Feifei YAO,Female,Black Hair,"['Cook', 'Foreigner', 'Hair Buns', 'Idol', 'Martial Artist', 'Teenager', 'Verbal Tic']","['THE [email\xa0protected]: Cinderella Girls - After20', 'THE [email\xa0protected]: Cinderella Girls Theater']",
6935,Ayaka KISHIBE,Female,Brown Hair,"['Idol', 'Mole', 'Teenager']","['THE [email\xa0protected]: Cinderella Girls Theater', 'The [email\xa0protected]: Cinderella Girls - U149']",
6936,Shiori SENA,Female,Black Hair,"['Idol', 'Teenager']",['THE [email\xa0protected]: Cinderella Girls Theater'],
6937,Noa TAKAMINE,Female,Grey Hair,"['Adult', 'Idol']","['The [email\xa0protected]: Cinderella Girls Comic Anthology - cool', 'THE [email\xa0protected]: Cinderella Girls Theater']",
6938,Youtarou MISAKI,Male,Blue Hair,['Twin'],['Kurage no Shokudou'],
6939,Karen HIJIRI,Female,Black Hair,"['Headband', 'Ninja', 'Pervert', 'Ponytail', 'Student Council', 'Teenager']",['Ninkoi: Karenbo Hichou'],
6940,Junpei ONDA,Male,Black Hair,"['Athlete', 'Freckles', 'High School Student', 'Soccer Player', 'Teenager']","['Farewell, My Dear Cramer', 'Farewell, My Dear Cramer Movie: First Touch']","['Sayonara, Football']"
6941,Reo KONDOU,Male,Red Hair,"['Athlete', 'Basketball Player', 'High School Student', 'Teenager']","['Classroom of the Elite', 'Classroom of the Elite 2nd Season']","['Classroom of the Elite', 'Classroom of the Elite (Light Novel)']"
6942,Yachiyo's Dog B,Brown Hair,,"['Animal', 'Dog']",['Inugami-san to Nekoyama-san'],
6943,Yachiyo's Dog C,Multicolored Hair,,"['Animal', 'Dog']",['Inugami-san to Nekoyama-san'],
6944,Kei,Female,Blonde Hair,['Teenager'],['Battle Girl High School'],
6945,f*f Manager,Female,Brown Hair,['Battle Girl High School'],,
6946,Mito UZUMAKI,Naruto,,,,
6947,Octavia MARQUEZ,Female,Black Hair,"['Adult', 'Choker', 'Elemental Powers', 'Magic User', 'Mole', 'Nobility', 'Tutor', 'Water Powers']","['The Ideal Sponger Life', 'The Ideal Sponger Life (Light Novel)']",
6948,Wang Yixin,Male,Grey Hair,"['Closed Eyes', 'Disabled', 'Facial Hair', 'Foreigner', 'Hair Buns', 'Merchant', 'Military Veteran']",['Altair: A Record of Battles'],
6949,Uncle Albert,Male,Grey Hair,"['Adult', 'Balding', 'Overweight', 'Single Parent', 'Wealthy']",['Neo Yokio'],
6950,Daimoji,Female,Black Hair,"['High School Student', 'Teenager']",['Himouto! Umaru-chan R'],
6951,Bibanuma,Female,Brown Hair,"['Animal', 'Anthropomorphic', 'Buck Teeth', 'Salaryman']","['Aggretsuko (2016)', 'Aggretsuko 4']",
6952,Doll,Female,Brown Hair,"['Android', 'Robot']",['About the Girl'],
6953,Gnome,Magical Familiar,Magic User,"['Sekai no Owari no Encore', 'Sekai no Owari no Encore (Light Novel)']",,
6954,Hatsu,Female,Grey Hair,"['Elderly', 'Wheelchair']",['Elegant Youkai Apartment Life'],
6955,Ari,Female,,"['Animal Ears', 'Choker', 'Scantily-clad', 'Slave', 'Tail']",['Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem'],
6956,Miroku,Female,Black Hair,"['Face Markings', 'Monster', 'Sword Fighter']","['Monster Strike 2nd Season', 'Monster Strike: The Fading Cosmos']",
6957,Tasuku KUROI,Female,,"['Animal Ears', 'Piercings', 'Tattoo']",['Killing Bites'],
6958,Abyss Trinity,Male,White Hair,"['Magic User', 'Person in a Strange World', 'Scar']","['Trinity Seven Movie 2: Heavens Library & Crimson Lord', 'Trinity Seven OVA']",['Trinity Seven']
6959,Saphira MAASA,Female,,"['Horns', 'Royalty', 'Twin']",['Tales of Wedding Rings'],
6960,Tom BERENGUER,Male,Blonde Hair,"['Facial Hair', 'Pop Culture Icon']",['Hellsing Ultimate'],
6961,Yuri EBERWEIN,Female,,"['Magical Girl Lyrical Nanoha: Detonation', 'Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection']","[""Magical Girl Lyrical Nanoha A's Portable: The Gears of Destiny - Material Musume.""]",
6962,Nao OKAMURA,Male,Black Hair,"['Actor', 'Child', 'Glasses', 'Idol']","['The [email\xa0protected] SideM', 'The [email\xa0protected] SideM: Wake Atte Mini!']",['The [email\xa0protected] SideM: Wake Atte Mini!']
6963,Jean Henry RICHARD,Male,Black Hair,"['Detective', 'Police']",['B: The Beginning'],
6964,Shimazu,Female,Brown Hair,"['Glasses', 'Hair Buns']",['Elegant Youkai Apartment Life'],
6965,Guide,Female,Brown Hair,"['Glasses', 'Hair Buns']","[""Kino's Journey -the Beautiful World- the Animated Series""]",
6966,Su Shi Di,Male,Red Hair,['Mischievous'],['The World of Canglan'],
6967,Yoh,Male,Blonde Hair,"['Face Markings', 'Teenager']","['Evil or Live', 'Evil or Live Recap']",
6968,Ikumi MORIKAWA,Napping Princess,,,,
6969,Crystal Rabbt,Kirakira Pretty Cure a la Mode,,,,
6970,Granny,Female,,"['Elderly', 'Eternal Optimist']","['Deep Love: Ayu no Monogatari', 'Deep Love: Pao no Monogatari']",
6971,Aladdin Fairy,Male,,"['Bandana', 'Fairy']",['Smile Pretty Cure!'],
6972,Policeman,Male,Brown Hair,"['Adult', 'Police']",['Smile Pretty Cure!'],
6973,Ren KIZAKI,Male,Grey Hair,"['Big Ego', 'Bossy', 'Hot-Headed', 'Idol', 'Ponytail', 'Teenager']","['The [email\xa0protected] SideM', 'The [email\xa0protected] SideM: Wake Atte Mini!']","['The [email\xa0protected] SideM: Struggle Heart', 'The [email\xa0protected] SideM: Wake Atte Mini!']"
6974,Teacher,Male,Grey Hair,"['Adult', 'Teacher']",['Gamers!'],
6975,Cutlass,Female,Blonde Hair,"['Dark-skinned', 'Immortal', 'Magic User']",['UQ Holder!'],['UQ Holder!']
6976,Nina,Female,Blonde Hair,"['Elemental Powers', 'Fire Powers', 'Gravity Manipulator', 'Healing Powers', 'Magic User', 'Slave', 'Staff Wielder', 'Teenager']","['Himekishi ga Classmate!', 'Himekishi ga Classmate! (Light Novel)']",
6977,Emma WATTSTONE,Female,Black Hair,"['Adult', 'Big Eater', 'Crybaby', 'Dark-skinned', 'Hair Buns', 'Police']",['Sorcery in the Big City'],
6978,Yoshiteru KIDO,Male,Brown Hair,"['Adult', 'Police']",['Sorcery in the Big City'],
6979,Enju,Female,Red Hair,['Barefoot'],['InuYasha'],['InuYasha']
6980,Miko,Female,Brown Hair,['Chronos Ruler'],,
6981,Kai Sakura VENTO,Male,Black Hair,"['Gloves', 'Gunslinger', 'Martial Artist', 'Military', 'Sword Fighter', 'Teenager']","['Naze Boku no Sekai wo Daremo Oboeteinai no ka?', 'Naze Boku no Sekai wo Daremo Oboeteinai no ka? (Light Novel)']",
6982,Headless Ghost,Female,Black Hair,"['Ghost', 'Scarf']","[""Hozuki's Coolheadedness 2nd Season""]",
6983,Arthur,Female,Blonde Hair,"['Cape', 'Crown', 'Monster', 'Sword Fighter', 'Warrior']",['Monster Strike The Movie'],
6984,Xiao SHAAO,Female,Black Hair,"['Choker', 'Cook', 'Martial Artist']",['Kung Fu Cooking Girls'],
6985,Gor Gor,Male,,"['Blind', 'Dragon', 'Horns', 'Sweet Tooth', 'Wings']","[""It's My Life""]","[""It's My Life""]"
6986,Kyuss Arnold SEVENFOLD,Male,,"['Artist', 'Knight', 'Sword Fighter', 'Warrior']","[""It's My Life""]","[""It's My Life""]"
6987,Atalante,Female,White Hair,"['Gunslinger', 'Hair Antenna', 'Ponytail']",['Glamorous Heroes'],
