,Names,Gender,Hair_Color,Tags,Anime,Manga
59380,Isola,Female,Black Hair,['Zegapain'],,
59381,Narrator,Male,Black Hair,['Samurai Pizza Cats'],,
59382,Miyaho ROKUJOU,Female,,['Kono Aozora ni Yakusoku wo'],,
59383,Carmine,Female,Purple Hair,"['Adult', 'Royalty', 'Sadistic']",['Gestalt'],['Gestalt']
59384,Magma,Male,Brown Hair,"['Spider Riders', 'Spider Riders: Resurrected Sun']",,
59385,Flint,Male,,"['Alien', 'Goggles', 'Pilot', 'Racer']",['Oban Star-Racers'],
59386,Robert BRADLEY,Male,Blonde Hair,"['Military', 'Scar']","['Blue Gender', 'Blue Gender: The Warrior']",
59387,Aqua,Female,Blonde Hair,['Martian Successor Nadesico'],,
59388,Zephyrus,Female,Blonde Hair,"[""Tezuka's Star System""]","['Black Jack', 'Black Jack 21', 'Hi no Tori: Houou Hen', 'Saving our Fragile Earth: Unico Special Chapter', 'Unico', 'Unico in the Island of Magic', 'Unico: Kuroi Kumo to Shiroi Hane']","['Black Jack', 'Swallowing the Earth', 'Unico']"
59389,Nocchi,Female,Brown Hair,"['Adult', 'Hat', 'Police']",['Phantom Thief Reinya'],
59390,Detective,Male,Blonde Hair,"['Adult', 'Detective', 'Police']","['Phantom Thief Reinya', 'Phantom Thief Reinya Pilot']",
59391,Yamato,Male,,['ULTIMO'],,
59392,Akira DAICHI,Male,Black Hair,['Mecha Pilot'],"['Gekigangar 3', 'Martian Successor Nadesico']",
59393,Christina GABRIEL,Female,Brown Hair,"['Adult', 'Heavy Drinker', 'Single Parent']",['Heat Guy J'],
59394,Bob,Male,Brown Hair,['Afro'],['Eyeshield 21'],
59395,Shin EKODA,Male,,"['Adult', 'Cook', 'Facial Hair']",['ULTIMO'],
59396,Ryunosuke KURUMI,Male,Blue Hair,"['Adult', 'Closed Eyes', 'Facial Hair', 'Glasses', 'Photographer']","['Heartcatch Pretty Cure!', 'Heartcatch Pretty Cure! Movie: Hana no Miyako de Fashion Show… desu ka!?']",
59397,Uozumi,Male,Black Hair,"['Glasses', 'High School Student', 'Teenager']","['GA: Geijutsuka Art Design Class', 'GA: Geijutsuka Art Design Class OVA']",['GA: Geijutsuka Art Design Class']
59398,Johan TSANG,Male,Brown Hair,['Vampire'],['Black Blood Brothers'],['Black Blood Brothers (Light Novel)']
59399,Caribs GARRARD,Male,White Hair,"['Adult', 'Facial Hair', 'Gunslinger', 'Smoker', 'Sunglasses']",['Tegami Bachi: Letter Bee Reverse'],
59400,Helena,Female,Brown Hair,"['Android', 'Robot']",['Pluto'],
59401,Paul DUNCAN,Male,White Hair,"['Disabled', 'Elderly', 'Musician', 'Sunglasses', 'Wealthy']",['Pluto'],
59402,Kazutoyo ARAI,Male,Black Hair,"['Adult', 'Closed Eyes', 'Merchant']",['And Yet the Town Moves'],['SoreMachi: And Yet the Town Moves']
59403,Chiho IWATA,Female,Black Hair,"['Middle School Student', 'Teenager']",['Read Or Die TV'],
59404,Touko SHIGENO,Female,Brown Hair,"['Middle School Student', 'Pigtails', 'Teenager']",['Read Or Die TV'],
59405,Souji TATSUMI,Male,,"['Adult', 'Facial Hair', 'Scientist', 'Single Parent']",['The Tyrant Falls in Love'],
59406,Master Therion,Male,Grey Hair,"['Magic User', 'Mecha Pilot', 'Muscular']",['Demonbane'],"['Kishin Houkou Demonbane', 'Zanmataisei Demonbane (Light Novel)']"
59407,Glasses Store Clerk,Female,Brown Hair,['Glasses'],['Megane na Kanojo'],
59408,Fleia MAUTHOLOS,Female,Blue Hair,['Appleseed'],,
59409,Mayumi TENDO,Female,,"['Middle School Student', 'Teenager']","['Battle Royale', ""Battle Royale: Angel's Border"", 'Battle Royale (Novel)']",
59410,Volt,Monster,,"[""Tales of Symphonia the Animation: Tethe'alla Episode""]",,
59411,Botta,Male,Brown Hair,['Facial Hair'],"['Tales of Symphonia the Animation: Sylvarant Episode', ""Tales of Symphonia the Animation: Tethe'alla Episode""]",
59412,Delphinium,Female,,['Blue Dragon'],,
59413,Berserker,Blue Dragon,,,,
59414,Arges,Male,Blonde Hair,['Scar'],['Appleseed: Ex Machina'],
59415,Aya MISAKI,Female,Brown Hair,"['High School Student', 'Teenager', 'Wealthy']",['Dear Brother'],['Dear Brother']
59416,Palme,Male,,['Robot'],['A Tree of Palme'],
59417,Alice,Female,Blonde Hair,"['Hair Ribbons', 'Wealthy']",['Early Reins'],
59418,MacDougal,Male,Grey Hair,"['Big Ego', 'Child', 'Cyborg', 'God Complex', 'Hat', 'Military', 'Psychic Powers']","['Spriggan', 'Spriggan (2022)']",
59419,Brigadier Corn,Male,Brown Hair,"['Animal', 'Anthropomorphic', 'Deer', 'Epic Eyebrows', 'Facial Hair', 'Horns', 'Military']",['80 Days Around the World With Willy Fog'],
59420,Malice Doll,Female,Pink Hair,['[email\xa0protected]'],,
59421,Haruka's Mother,Female,Brown Hair,"['Adult', 'Sickly']",['Oblivion Island: Haruka and the Magic Mirror'],
59422,Night Wind,Female,Blue Hair,['Unico'],,
59423,Pinky,Female,Pink Hair,"['Angel', 'Hair Ribbons', 'Wings']",['Saint Beast'],
59424,Juno OBSIDIAS,Male,,['Royalty'],"['Superior', 'Superior Cross']",
59425,Susumu,Male,Brown Hair,"['Child', 'Glasses']",['Ah My Buddha!! Katsu!!'],
59426,Head Priest Gonno,Male,White Hair,"['Closed Eyes', 'Disabled', 'Elderly', 'Facial Hair', 'Hat']",['Ah My Buddha!! Katsu!!'],
59427,Eyebrow Guy,Male,Black Hair,"['Epic Eyebrows', 'Piercings']","['Ah My Buddha!!', ""Ah My Buddha!! Don't Rest!!"", 'Ah My Buddha!! Katsu!!']",
59428,Tokiya KAGAYAKI,Male,Black Hair,"['Glasses', 'High School Student', 'Hikikomori', 'Inventor', 'Ponytail', 'Ruthless', 'Selfish', 'Sister Complex', 'Teenager']","[""Asura Cryin' 2""]",
59429,Alka,Female,Blonde Hair,"['Headband', 'Hot-Headed']",['Arcade Gamer Fubuki'],
59430,Sasuke KANAGUSHI,Male,Brown Hair,"['Athlete', 'Football Player', 'High School Student', 'Ponytail', 'Teenager']",['Eyeshield 21'],['Eyeshield 21']
59431,Fern Two,Female,Green Hair,"['Hair Antenna', 'Headband', 'Stoic']",['Sentou Yousei Shoujo Tasukete! Mave-chan'],
59432,Maria,Female,Black Hair,['Dark-skinned'],['The Boy Who Saw The Wind'],
59433,Myryu,Female,Orange Hair,"['Animal', 'Fox']",['The Boy Who Saw The Wind'],
59434,Noriko HANAI,Female,Brown Hair,"['Glasses', 'High School Student']",['Ayakashi'],
59435,Sagawa SUKEKIYO,Male,White Hair,"['Closed Eyes', 'Elderly']",['Welcome to the NHK!'],['Welcome to the NHK!']
59436,Hiroki TSUKIKAGE,Male,Black Hair,"['Adult', 'Martial Artist', 'Teacher']",['Monochrome Factor'],
59437,Dr. Thunderland,Male,Grey Hair,"['Anti-Gravity Hair', 'Facial Hair', 'Glasses', 'Magnificent Mustache', 'Scientist']",['Letter Bee Academy'],
59438,Date,Male,Brown Hair,"['Athlete', 'Headband', 'High School Student', 'Teenager']",['Monochrome Factor'],
59439,Mushizo,Male,Black Hair,['Ninja'],['Ninja Scroll'],
59440,Kagami MIKAGE,Male,Black Hair,"['Adult', 'Glasses']","['Ceres, Celestial Legend']",['Ceres: Celestial Legend']
59441,Enif,Male,Brown Hair,['Genetically Engineered'],['Ai no Kusabi'],
59442,Ayana MUDOU,Female,Black Hair,"['Glasses', 'Middle School Student', 'Sword Fighter', 'Teenager']",['Hayate x Blade'],
59443,Rei HIZUKI,Male,Blonde Hair,"['Military', 'Stoic']","['Sky Girls', 'Sky Girls TV']",['Sky Girls']
59444,Kiriko SUOU,Female,Black Hair,"['Military', 'Scientist']",['Sky Girls TV'],
59445,Soichiro KADOWAKI,Male,Grey Hair,"['Facial Hair', 'Hat', 'Military']","['Sky Girls', 'Sky Girls TV']",
59446,Baru,Male,,"['Animal', 'Bird']",['One Piece: Romance Dawn'],['Wanted! Oda Eiichiro Tanpenshu']
59447,Eimi YOSHIKAWA,Female,Brown Hair,"['Android', 'Robot']",['All Purpose Cultural Cat Girl Nuku Nuku'],
59448,Kisa VANITAS,Angel,Bloodthirsty,['Tokyo Akazukin'],,
59449,Outsider B,Male,Grey Hair,['Mohawk'],['Ergo Proxy'],
59450,Mont Blanc,Female,Green Hair,"['Magic User', 'Pigtails', 'Pointy Ears']",['Girl from Phantasia'],['Girl from Phantasia']
59451,Boy,Male,Brown Hair,"['High School Student', 'Teenager']",['Interlude'],
59452,Serio,Female,Orange Hair,"['Android', 'Robot']","['To Heart', 'To Heart: Remember My Memories', 'To Heart ~Remember My Memories~ Specials', 'To Heart Specials']",['To Heart']
59453,Sei,Male,Brown Hair,"['Agent of the Afterlife', 'Piercings', 'Shinigami']",['Shinigami Lovers'],
59454,Haruka MIKOGAMI,Female,Blonde Hair,"['Adult', 'Animal Lover']",['Anyamaru Tantei Kiruminzuu'],
59455,Sekia,Male,Red Hair,"['Sunglasses', 'Youkai']",['Kekkaishi'],['Kekkaishi']
59456,Leon MISHIMA,Male,Brown Hair,['Adult'],"['Macross Frontier', 'Macross Frontier Movie 1: The False Songstress', 'Macross Frontier Movie 2: The Wings of Farewell']",
59457,Ango SAKAMOTO,Male,Brown Hair,"['Adult', 'Facial Hair', 'Smoker', 'Sunglasses']",['Level E'],['Level E']
59458,Kaede DOMYOJI,Female,Brown Hair,"['Adult', 'Wealthy']",['Boys Over Flowers'],['Boys Over Flowers']
59459,Mirai OZORA,Female,,"['Moldiver', 'Moldiver Ex', 'Tenchi Universe']",,
59460,Goto,Male,,"['Facial Hair', 'Hat', 'High School Student', 'Teenager']",['Ibitsu'],
59461,Ryo,Male,Grey Hair,"['Sunglasses', 'Werewolf']",['Magical Pokan'],
59462,Daigo TODOROKI,Male,Blonde Hair,['Oversized Weapon'],['Kekkaishi'],['Kekkaishi']
59463,Kotoko,Female,Pink Hair,"['Android', 'Hair Ribbons', 'Hat', 'Mecha Pilot', 'Military', 'Robot']","['Divergence Eve', 'Divergence Eve: Misaki Chronicles']",
59464,Mika KATO,Female,,"['Graduation', 'Marriage', 'Sailor Victory']",,
59465,Kumi HONMA,Female,Brown Hair,"['Adult', 'Disabled', 'Mute', 'Scar']",['Master of Martial Hearts'],
59466,Mylene's Mother,Female,Brown Hair,['Adult'],['009-1'],
59467,Mylene's Father,Male,Blonde Hair,"['Adult', 'Hat']",['009-1'],
59468,Yayoi TANIGAWA,Female,Brown Hair,"['Love Love?', 'Smash Hit']",,
59469,Woodman.EXE,Male,,"['Artificial Intelligence (AI)', 'Earth Powers', 'Elemental Powers']","['MegaMan: NT Warrior', 'Rockman EXE Axess', 'Rockman.EXE Beast', 'Rockman.EXE Beast+', 'Rockman.EXE Stream']",['MegaMan NT Warrior']
59470,Tory FROID,Male,Brown Hair,"['Child', 'Elementary School Student']","['MegaMan: NT Warrior', 'Rockman EXE Axess', 'Rockman.EXE Beast', 'Rockman.EXE Beast+', 'Rockman.EXE: Hikari to Yami no Program', 'Rockman.EXE Stream']",['MegaMan NT Warrior']
59471,Takeshi KOJIMA,Male,Black Hair,"['Delinquent', 'High School Student', 'Teenager']",['Angel Densetsu'],
59472,Tsukasa FUTABA,Male,Green Hair,"['Child', 'Elementary School Student']","['Ryuusei no Rockman', 'Ryuusei no Rockman Tribe']",
59473,King Rifst,Male,Grey Hair,"['Artificial Intelligence (AI)', 'Crown', 'Facial Hair', 'Royalty']",['Level E'],['Level E']
59474,Zetsu TOUDOU,Male,,"['Delinquent', 'High School Student', 'Sunglasses', 'Teenager']",['SWOT'],
59475,Soushi OWARI,Male,,"['Delinquent', 'High School Student', 'Teenager']",['SWOT'],
59476,Roland,Male,Brown Hair,['Monster Tamer'],['Pokemon: Diamond & Pearl'],
59477,Fuuka TANIGAWA,Female,Brown Hair,"['Adult', 'Dark-skinned', 'Salaryman']",['Dai-Guard'],
59478,Takemaru SUDOU,Male,,"['High School Student', 'Teenager']",['Enigma'],
59479,Swamp Boy,Male,Brown Hair,['Vampire Princess Miyu TV'],,
59480,Old Man NPC,Male,,"['Artificial Intelligence (AI)', 'Facial Hair', 'Hat']",['Level E'],['Level E']
59481,Takumi YURA,Male,,"['Artist', 'Psychic Powers']",['Alive: The Final Evolution'],
59482,Ryou SHIMIZU,Male,,['GE: Good Ending'],,
59483,Shishou,Female,Brown Hair,"['Adult', 'Hat']",['Gokinjo Monogatari'],
59484,Nakajima,Female,Brown Hair,"['Genshiken 2', 'Genshiken: Second Generation']",['Genshiken'],
59485,Saki KURATA,Female,Blue Hair,"['Dragonaut: The Resonance', 'Dragonaut: The Resonance Special']",['Dragonaut: The Resonance'],
59486,Dolores HAYES,Female,Grey Hair,['Scientist'],"['Zone of the Enders: Dolores', 'Zone of the Enders: Idolo']",
59487,Shinriji,Male,Brown Hair,"['Adult', 'Sword Fighter']","['Blade of the Immortal', 'Blade of the Immortal (2019)']",['Blade of the Immortal']
59488,Pigu,Dinosaur,Magic User,['Fancy Lala'],['Fancy Lala'],
59489,Anna NOZAKI,Female,Red Hair,"['Child', 'Elementary School Student']",['Fancy Lala'],
59490,Mamiko SHINOHARA,Female,Blue Hair,['Adult'],['Fancy Lala'],
59491,Kuramoto,Male,Black Hair,"['Athlete', 'Baseball Player', 'High School Student', 'Teenager']",['Level E'],['Level E']
59492,Professor,Male,Grey Hair,"['Elderly', 'Glasses', 'Inventor', 'Rosy Cheeks']",['Xenosaga'],
59493,Mai,Female,Brown Hair,['Ramen Fighter Miki'],,
59494,Kazuki MIZUHARA,Male,,['Glasses'],['Gamble Fish'],
59495,Jester,Male,,['The Tarot Café'],,
59496,Ooi HARUKA,Female,Brown Hair,"['High School Student', 'Teenager']",['Bra Girl'],
59497,Ky KISKE,Male,Blonde Hair,"['Police', 'Sword Fighter']",['Guilty Gear Xtra'],
59498,Tatsuo NEGISHI,Male,Brown Hair,['Honey and Clover II'],,
59499,Ninninman,Male,,"['Flirt', 'Hat']",['Bannou Yasai Ninninman'],
59500,Umika,Female,Purple Hair,"['Magical Girl', 'Writer']",['Puella Magi Kazumi☆Magica: The Innocent Malice'],
59501,Jin,Female,Brown Hair,"['Glasses', 'Pigtails', 'Widow']","[""Kino's Journey""]",
59502,Hanae CHIN,Female,Green Hair,"['High School Student', 'Teenager']",['Moshidora'],
59503,Tetsurou SEGAWA,Male,Brown Hair,"['Glasses', 'High School Student', 'Overweight', 'Teenager']","['Guyver: The Bioboosted Armor (2005)', 'The Guyver: Bio-Booster Armor', 'The Guyver: Bio-Booster Armor II']",['Bio-Booster Armor Guyver']
59504,Hiromitsu ISHIDA,Male,Brown Hair,"['Adult', 'Glasses', 'Smoker']",['Kaiji - Against All Rules'],['Tobaku Hakairoku Kaiji']
59505,Botan TSUKISHIMA,Female,,"['Abnormally Tall', 'High School Student', 'Teenager']",['Change 123'],
59506,Daitetsu KUNIKIDA,Male,Black Hair,"['Facial Hair', 'Police', 'Scar']","['Blue Seed', 'Blue Seed 1.5', 'Blue Seed Beyond', 'Blue Seed Specials']",['Blue Seed']
59507,Hatsune,Female,Black Hair,"['Child', 'Elementary School Student']",['Hoozuki no Shima'],
59508,Sister Shion,Female,Purple Hair,"['Glasses', 'Nun']",['My-Otome 0: S.ifr'],
59509,Hisao,Male,Black Hair,['Otona Joshi no Anime Time: Kawamo o Suberu Kaze'],,
59510,Mizoguchi,Male,Grey Hair,"['Battle Gamer', 'Butler']","[""Yu-Gi-Oh! 5D's""]",
59511,Rare Hunter,Male,White Hair,"['Adult', 'Battle Gamer', 'Piercings']",['Yu-Gi-Oh! Duel Monsters'],['Yu-Gi-Oh! Duelist']
59512,Nami HOSHINO,Female,Black Hair,['D-1 Devastator'],,
59513,Geo METRO,Male,Black Hair,"['Headband', 'Mecha Pilot', 'Scar']",['Magic Knight Rayearth'],
59514,Zazu TORQUE,Male,Brown Hair,"['Goggles', 'Hat', 'Mechanic']",['Magic Knight Rayearth'],
59515,Ran LUCKMOLDE,Female,Blue Hair,['Teenager'],['Infinite Ryvius'],['Infinite Ryvius']
59516,Akumako,Female,Green Hair,"['Demon', 'Horns', 'Pointy Ears', 'Ponytail', 'Snaggletooth', 'Tattoo', 'Tiny Person', 'Wings']",['Akahori Gedou Hour Rabuge: Sore Yuke! Gedou Otometai'],
59517,Hain,Male,Grey Hair,"['We, Without Wings - Under the Innocent Sky']",,
59518,Yoshimura,Male,Brown Hair,"['Adult', 'Glasses', 'Teacher']",['Sket Dance'],['Sket Dance']
59519,Kirara KAWAKAMI,Female,Brown Hair,"['High School Student', 'Pigtails']",['Kekkaishi'],
59520,Takashi TAKANO,Male,,"['Adult', 'Artist']",['Naruto (Pilot)'],
59521,Missouri MOSELEY,Female,Brown Hair,"['Psychic Powers', 'Sunglasses']",['Supernatural The Animation'],
59522,Yuki,Female,Brown Hair,"['ICE', 'ICE Movie']",,
59523,Himiko,Female,Black Hair,"['Hat', 'Psychic Powers']",['Mazinkaiser SKL'],
59524,Mamoru ICHIJOU,Male,Blonde Hair,"['Child', 'Rosy Cheeks', 'Wealthy']",['That Was Good'],
59525,Hiroto,Male,Black Hair,"['Adult', 'Cook', 'Gay', 'LGBT+']",['That Was Good'],
59526,Masaru SUZUKI,Male,Black Hair,"['Adult', 'Facial Hair', 'Maid', 'Overweight']",['School Rumble: 2nd Semester'],
59527,Otto,Male,Grey Hair,"['Dark-skinned', 'Pilot']",['Cowboy Bebop'],
59528,Stelly,Male,Brown Hair,"['Nobility', 'Selfish']","['One Piece', 'One Piece: Episode of Sabo']",['One Piece']
59529,Snake,Male,Purple Hair,['Assassin'],['Demon King Daimao'],
59530,Mr. Iwamoto,Male,Blue Hair,"['Adult', 'Cruel', 'Glasses', 'Smoker', 'Teacher']",['Yu Yu Hakusho'],['Yu Yu Hakusho']
59531,Cedre,Male,Black Hair,"['Epic Eyebrows', 'Piercings', 'Scar']",['Toriko TV'],['Toriko']
59532,Mariri KAMIYAMA,Female,,"['High School Student', 'Teenager', 'Wealthy']",['Samurai High School'],
59533,Lord Moskin,Male,Black Hair,"['Facial Hair', 'Nobility']",['The Mystic Archives of Dantalian'],
59534,Tatsuya YATSU,Male,,"['Closed Eyes', 'High School Student', 'Pervert', 'Teenager']",['Sundome'],
59535,Daichi KURAKI,Male,Brown Hair,['Glasses'],['Kurokami The Animation'],['Black God']
59536,Zero,Male,Purple Hair,['Psychic Powers'],['Psychic Academy'],['Psychic Academy']
59537,Bonham,Muscular,Undead,"[""JoJo's Bizarre Adventure (2012)""]","[""JoJo's Bizarre Adventure Part 1: Phantom Blood""]",
59538,Toshihiko TABATA,Male,Brown Hair,"['Athlete', 'High School Student', 'Soccer Player', 'Teenager']",['Sket Dance'],
59539,Sayoko MITAMURA,Female,Black Hair,['Adult'],['Gallery Fake'],
59540,Mirai TSUKUMO,Female,Orange Hair,['Traveler'],"['Yu-Gi-Oh! Zexal', 'Yu-Gi-Oh! Zexal II']",['Yu-Gi-Oh! Zexal']
59541,Older Olibe,Female,Grey Hair,['Twin'],['Hidamari Sketch x Hoshimittsu'],
59542,Younger Olibe,Female,Grey Hair,['Twin'],['Hidamari Sketch x Hoshimittsu'],
59543,Mr. Famenias,Male,Blonde Hair,['Facial Hair'],['The Mystic Archives of Dantalian'],['Dantalian no Shoka']
59544,Asahi KUJYO,Female,Black Hair,['Racer'],['Tailenders'],
59545,Taizou KURUSHIMA,Male,Grey Hair,['Elderly'],['Bartender'],['Bartender']
59546,Ryuuji MINEYAMA,Male,Grey Hair,"['Adult', 'Glasses']",['Bartender'],['Bartender']
59547,Rock Youkai,Youkai,,"[""Natsume's Book of Friends Season 3""]",,
59548,Quox,Dragon,Horns,['Tower of Druaga: the Aegis of Uruk'],,
59549,Leader,Male,Black Hair,"['Club President', 'Headband', 'High School Student', 'Martial Artist', 'Pervert']",['Kamen no Maid Guy'],['Kamen no Maid Guy']
59550,Mistrene CALLOUS,Male,Turquoise Hair,"['Athlete', 'Soccer Player', 'Time Traveler']",['Inazuma Eleven: Saikyou Gundan Ogre Shuurai'],
59551,Maxtor LAND,Male,Orange Hair,"['Adult', 'Announcer', 'Glasses', 'Overweight', 'Sideburns']",['Inazuma Eleven'],
59552,Suzu TAKAMURA,Female,Green Hair,"['Animal Ears', 'Catgirl', 'High School Student', 'Tail']",['Suzunari!'],
59553,Akane,Female,Brown Hair,['Xi Avant'],,
59554,Gatcho,Male,Black Hair,"['Child', 'Elementary School Student', 'Mischievous']",['Kekkaishi'],
59555,Dr. Zager,Male,White Hair,"['Adult', 'Facial Hair', 'Monocle', 'Scientist']","['Pokemon: Black & White', 'Pokemon: Black & White - Rival Destinies']",
59556,A-ko,Female,,['Adult'],"[""Junji Ito's Cat Diary: Yon & Mu""]",
59557,Kumikumi,Female,Brown Hair,['Adult'],"['Excel Saga', 'Excel Saga: Going Too Far', 'Puni Puni Poemy']",
59558,Shinji MIKAMI,Male,Brown Hair,"['Freckles', 'High School Student', 'Teenager']",['Sket Dance'],['Sket Dance']
59559,Eiichi NATTA,Male,,"['High School Student', 'Teenager']",['Maga-Tsuki'],
59560,Zig,Male,Black Hair,['Military'],['Senjou no Valkyria 3: Tagatame no Juusou'],
59561,Gael CHAN,Male,,"['Adult', 'Facial Hair', 'Gunslinger']","['Mobile Suit Gundam Unicorn', 'Mobile Suit Gundam Unicorn RE:0096']",
59562,Cucuruz DOAN,Male,Brown Hair,"['Adult', 'Mecha Pilot', 'Pacifist']",['Mobile Suit Gundam'],
59563,Mr. Matthews,Male,White Hair,"['Closed Eyes', 'Elderly', 'Facial Hair', 'Hat']",['Pokemon: Black & White'],
59564,Cliff,Male,Brown Hair,['Monster Tamer'],['Pokemon: Black & White'],
59565,Emanuel,Male,Green Hair,['Monster Tamer'],"['Pokemon: Black & White', 'Pokemon: Black & White - Rival Destinies']",
59566,Yuma CHITOSE,Female,Green Hair,"['Magical Girl', 'Orphan']","['Puella Magi Oriko Magica', 'Puella Magi Oriko Magica: Extra Story']",
59567,Saitou,Female,Black Hair,"['High School Student', 'Teenager']",['Otokomae! Beads Club'],
59568,Taiyou NATSUKI,Male,Black Hair,"['Cook', 'High School Student', 'Teenager']",['Seishun For-get!'],
59569,Adams TINEL,Male,Blonde Hair,"['Adult', 'Dark-skinned', 'Military']",['Mobile Suit Gundam AGE'],
59570,Zayeed WINNER,Male,Brown Hair,"['Adult', 'Company President', 'Facial Hair', 'Pacifist', 'Wealthy']",['Mobile Suit Gundam Wing'],"['Mobile Suit Gundam Wing', 'Mobile Suit Gundam Wing: Episode Zero']"
59571,Juuri,Female,,"['High School Student', 'Teenager']",['Kagami no Kuni no Harisugawa'],
59572,Michiru KAYANO,Female,,"['High School Student', 'Teenager']",['Maga-Tsuki'],
59573,Kazu KUNITACHI,Male,Blonde Hair,"['Athlete', 'Sunglasses']",['Yu-Gi-Oh! Zexal'],
59574,Rene COLLETTE,Male,Brown Hair,"['Last Exile: Fam, the Silver Wing']",['Last Exile: Ginyoku no Fam'],
59575,Doc,Male,Grey Hair,"['Doctor', 'Facial Hair', 'Pervert', 'Scientist']",['Glass Maiden'],
59576,Asuka ANZAI,Female,Brown Hair,"['Idol', 'Teenager']","['Detective Conan', ""Gosho Aoyama's Collection of Short Stories""]",
59577,Chaipon,Male,,"['Elderly', 'Gangster']",['20th Century Boys'],
59578,Mystery Gambler,Male,,"['Adult', 'Gambler']",['20th Century Boys'],
59579,Sarah REVANT,Female,Brown Hair,"['Adult', 'Ponytail']","['Solty Rei', 'Solty Rei: Opportunities Missed, Love Shared']",
59580,Centipede,Female,Blonde Hair,"['Dark-skinned', 'Flirt', 'Hat', 'Information Broker', 'Librarian']",['Are You Alice?'],
59581,Suguri MIYAUCHI,Female,Brown Hair,['Teenager'],['Inubaka: Crazy for Dogs'],
59582,Masagorou KITAI,Male,Grey Hair,"['Balding', 'Elderly']",['RIN: Daughters of Mnemosyne'],
59583,Kuroko SATO,Female,Black Hair,"['Adult', 'Ponytail']",['Yu Yu Hakusho'],
59584,Aizu YADAGAWA,Male,White Hair,['Pilot'],['The Sky Crawlers'],
59585,Mitsuki,Female,Blue Hair,['Aoi Bungaku Series'],,
59586,La Mime,Female,Blonde Hair,"['Alien', 'Exotic Eyes']","['Arcadia of My Youth', 'Captain Harlock: Arcadia of my Youth - Endless Orbit SSX']",
59587,Sarasa MOON,Female,Black Hair,"['Headband', 'Teenager']","['Mobile Suit Gundam ZZ', 'Mobile Suit SD Gundam no Gyakushuu: Arashi wo Yobu Gakuensai', 'SD Gundam Sidestory']",['Mobile Suit Moon Gundam']
59588,Ryoutarou MAHO,Female,Brown Hair,"['Adult', 'Heavy Drinker', 'LGBT+', 'Smoker', 'Transgender']",['Double House'],
59589,Damon,Male,Multicolored Hair,"['Headband', 'Monster Tamer']","['Pokemon Movie 14: Black - Victini and Reshiram', 'Pokemon Movie 14: White - Victini and Zekrom']",['Pokemon the Movie: White - Victini and Zekrom']
59590,Chie OUEI,Female,,['Martial Artist'],['Aiki'],
59591,Cleo,Female,Black Hair,"['Dark-skinned', 'Police', 'Turban']",['Yakitate!! Japan'],
59592,Gran KAYSER,Male,Blonde Hair,"['Adult', 'Cook', 'Masks']",['Yakitate!! Japan'],
59593,Pharaoh,Male,,"['Adult', 'Police']",['Yakitate!! Japan'],
59594,Android,Female,Black Hair,"['Android', 'Robot']","[""Je t'aime""]",
59595,Ai KOTANI,Male,,"['Adult', 'Piercings']",['Solanin'],
59596,Erika NISHIMOTO,Female,,"['Middle School Student', 'Teenager']",['Onani Master Kurosawa'],
59597,Jun ASUKA,Female,Black Hair,"['Airhead', 'Muscular', 'Teenager', 'Wealthy']",['Iron Virgin Jun'],['Iron Virgin Jun']
59598,Kenjiro OHTA,Male,Brown Hair,"['Adult', 'Freckles', 'Military', 'Pilot']","['Space Battleship Yamato 2199: Odyssey of the Celestial Ark', 'Star Blazers: Space Battleship Yamato 2199', 'Star Blazers: Space Battleship Yamato 2202', 'Star Blazers: The Quest for Iscandar']",
59599,Blanca,Female,,"['Angel', 'Closed Eyes', 'Wings']",['+Anima'],
59600,Harpymon,Artificial Intelligence (AI),Hat,"['Digimon Tamers', 'Digimon Xros Wars: Toki o Kakeru Shounen Hunter-tachi']","['Digimon Tamers', 'Digimon Xros Wars']",
59601,Syuuta HAYAMI,Male,Blue Hair,"['Hat', 'Photographer', 'Teenager']",['Yu-Gi-Oh! Zexal'],
59602,Kenjirou HIIRAGI,Male,,"['Adult', 'Magic User', 'Ponytail', 'Single Parent', 'Teacher']",['Mx0'],
59603,Kokuha KUZUMI,Female,,"['Martial Artist', 'Small Stature', 'Teenager']",['Mx0'],
59604,Majiro,Scarf,Tail,['Kekkaishi'],['Kekkaishi'],
59605,Isayama,Male,,"['Athlete', 'High School Student', 'Teenager', 'Tennis Player']",['Black Bird'],
59606,Tagami,Male,Brown Hair,"['Bandana', 'High School Student', 'Martial Artist', 'Student Council', 'Teenager']",['Tenjho Tenge'],['Tenjho Tenge']
59607,Hell's Chef,Male,,"['Cook', 'Hat']",['Gregory Horror Show'],
59608,Fu Chen,Male,Blue Hair,['Martial Artist'],['Tenjho Tenge'],['Tenjho Tenge']
59609,Potemkin,Male,,"['Athlete', 'Hat']",['Air Gear: Special Trick'],['Air Gear']
59610,Romero PAL,Male,Brown Hair,"['Adult', 'Military']","['Mobile Suit Gundam SEED', 'Mobile Suit Gundam SEED Movie III: The Rumbling Sky', 'Mobile Suit Gundam SEED Movie II: The Far-Away Dawn', 'Mobile Suit Gundam SEED Movie I: The Empty Battlefield']",
59611,Shikinka,Female,Purple Hair,"['Magic User', 'Reptile', 'Shapeshifter', 'Singer']",['Gokudo'],
