,Names,Gender,Hair_Color,Tags,Anime,Manga
3599,Sylvie GENA,Female,Blonde Hair,['Freckles'],"['Super Dimensional Fortress Macross II: Lovers Again', 'Super Dimensional Fortress Macross II: The Movie']",
3600,Yusaku's Mother,Female,Brown Hair,['Maison Ikkoku'],['Maison Ikkoku'],
3601,Yusaku's Father,Male,Black Hair,"['Adult', 'Glasses']",['Maison Ikkoku'],['Maison Ikkoku']
3602,Asuna's Mother,Female,Black Hair,['Maison Ikkoku'],['Maison Ikkoku'],
3603,Luke,Male,Blue Hair,"['Adult', 'Piercings']",['Majin Bone'],
3604,Ayumi,Female,,['Kagewani'],,
3605,Rei,Male,Black Hair,['Glasses'],['Kagewani'],
3606,Chiaki,Female,Brown Hair,['Kagewani'],,
3607,Hanako,Female,Black Hair,['Ghost'],['Teekyuu 7'],
3608,Osamu's Friend,Male,Black Hair,['Yamishibai: Japanese Ghost Stories 3rd Season'],,
3609,Haruo,Male,Brown Hair,['Yamishibai: Japanese Ghost Stories 3rd Season'],,
3610,Haruo's Friend,Male,Brown Hair,['Yamishibai: Japanese Ghost Stories 3rd Season'],,
3611,Nobuko,Female,Brown Hair,['Ponytail'],['Yamishibai: Japanese Ghost Stories 3rd Season'],
3612,Shun KIKUCHI,Male,,"['Athlete', 'High School Student', 'Teenager', 'Track and Fielder']",['Infection'],
3613,Yukio KAJI,Male,,"['Adult', 'Facial Hair', 'Glasses', 'Teacher']",['Infection'],
3614,Naomi's Sister,Female,Brown Hair,['Yamishibai: Japanese Ghost Stories 3rd Season'],,
3615,Bal,Future Card Buddyfight Triple D,,,,
3616,Abigail,Future Card Buddyfight Triple D,,,,
3617,Shingo SHIGENO,Male,Brown Hair,"['Major Season 2', 'Major Season 3', 'Major Season 4', 'Major Season 5']",['Major'],
3618,Agesaku KATSUMATA,Male,Black Hair,"['Adult', 'Cook', 'Facial Hair', 'Hat']",['Tonkatsu DJ Agetarou'],['Tonkatsu DJ Agetarou']
3619,Tsutomu,Male,Black Hair,['Child'],['Maken Liner 0011 Henshin Seyo!'],
3620,Shun SOMEYA,Male,Brown Hair,"['Musician', 'Pianist']",['Marginal Prince'],
3621,Nambuuko,Male,Blonde Hair,"['Facial Hair', 'Ruthless']",['Cerberus'],
3622,Village Elder,Male,Black Hair,['Kagewani'],,
3623,Shigeru,Male,Brown Hair,['Bully'],"['Kagewani', 'Kagewani: Shou']",
3624,Yumiko BANBA,Female,Black Hair,['Kagewani'],,
3625,Teiko MATSUBARA,Female,Black Hair,['Idol'],"['Idol Land PriPara Episode 0', 'PriPara']",
3626,Haruyuki SAGARA,Male,,['Kanojo ni Naru Hi Another'],,
3627,Ruuan KEIKOUNITTEN,Female,Multicolored Hair,"['Denshin Mamotte Shugogetten!', 'Mamotte Shugogetten!']",['Mamotte Shugogetten!'],
3628,Rishu,Female,,"['Denshin Mamotte Shugogetten!', 'Mamotte Shugogetten!']",['Mamotte Shugogetten!'],
3629,Shouko YAMANOBE,Female,Blue Hair,"['Denshin Mamotte Shugogetten!', 'Mamotte Shugogetten!']",['Mamotte Shugogetten!'],
3630,Mirai,Female,Blonde Hair,"['Animal Hood', 'Baby', 'Time Traveler']",['Mama wa Shougaku 4-nensei'],['Mama wa Shougaku 4-nensei']
3631,Natsumi MIZUKI,Female,Black Hair,['Mama wa Shougaku 4-nensei'],['Mama wa Shougaku 4-nensei'],
3632,Daisuke YAMAGUCHI,Male,Black Hair,"['Inventor', 'Ponytail', 'Snaggletooth', 'Tsundere']",['Mama wa Shougaku 4-nensei'],['Mama wa Shougaku 4-nensei']
3633,Wakana HIRATA,Female,,['Nurse'],['Best Student Council'],
3634,Yukimi ITANI,Female,Purple Hair,"['Ponytail', 'Teacher']",['Best Student Council'],
3635,Harutomo HINOZAKI,Hajiotsu.,,,,
3636,Kansuke OTOGI,Hajiotsu.,,,,
3637,Rino HASEBE,Fujimi Lovers,,,,
3638,Chiharu SHIGENO,Female,Brown Hair,"['Major Season 3', 'Major Season 4', 'Major Season 5', 'Major Season 6']",,
3639,Kelloge,Male,Brown Hair,"['Major Season 4', 'Major Season 6']",['Major'],
3640,Roy,Male,Blonde Hair,"['Athlete', 'Baseball Player']","['Major Season 4', 'Major Season 5', 'Major Season 6']",['Major']
3641,Mike MURDOCH,Male,,['Facial Hair'],"['Major Season 6', 'Major: World Series']",['Major']
3642,Alyssa,Female,,"['Bird', 'Wings']","['Mai-Otome', 'My-Otome Specials', 'My-Otome Zwei']",
3643,Coworker,Male,Brown Hair,['Pale Cocoon'],,
3644,Mai MAEDA,Female,,"['High School Student', 'Teenager', 'Writer']","['Sore wa Totsuzen, Unmei no Aite ga']",
3645,Rumi,Female,Brown Hair,['Yamishibai: Japanese Ghost Stories 3rd Season'],,
3646,Jiro MITAJIMA,Male,Grey Hair,"['Elderly', 'Singer']",['Sekkou Boys'],
3647,Milk,Female,Brown Hair,['Waiter'],['Mayo Chiki!'],
3648,Takahiro KUROSAKI,Male,,['Dengeki Daisy'],,
3649,Hideo MIDORIKAWA,Male,,['Dengeki Daisy'],,
3650,Kotarou GENDOU,Male,Black Hair,"['Child', 'Hat']",['Real Account'],
3651,Hina ASOU,Female,,['Five'],,
3652,Kojirou YAUCHI,Male,,['Five'],,
3653,Bay Corporation President,Male,Brown Hair,"['Company President', 'Facial Hair', 'Wealthy']",['Sushi Police'],
3654,Kazuki,LGBT+,Transgender,['Kanojo ni Naru Hi'],,
3655,Wang-Ja RIM,Female,Black Hair,['Yeonae Hyeokmyeong'],,
3656,Ju-Yong GONG,Male,Black Hair,['Yeonae Hyeokmyeong'],,
3657,Oga YUUKI,Female,,['Sayuri-san no Imouto wa Tenshi'],,
3658,Andy,Red Raven,,,,
3659,Miharu MIHARA,Female,,['Hair Antenna'],['Aki Sora'],
3660,Rino SAKURAGI,Akaiito,,,,
3661,Luca,Laughter at the World's End,,,,
3662,Juliana,Female,,['Megami Paradise'],,
3663,Stashia,Female,Blue Hair,['Megami Paradise'],,
3664,Mamamega,Female,Brown Hair,['Megami Paradise'],,
3665,Daewoong,Male,Brown Hair,['High School Student'],['DICE: The Cube that Changes Everything'],
3666,Yukina,Female,,['Rokuyoku'],,
3667,Tenichi SHOUKYOUSAI,Male,White Hair,['Meiji Tokyo Renka Movie: Yumihari no Serenade'],,
3668,Eliwood,Male,,"['Fire Emblem: Hasha no Tsurugi', 'Fire Emblem: Heroes - A Day in the Life']",,
3669,Haruko ISHIMOTO,Female,Black Hair,['Adult'],['Sekkou Boys'],
3670,Dee,Male,Brown Hair,"['Band Member', 'Closed Eyes', 'Facial Hair', 'Headband', 'Musician', 'Pianist', 'Superpowers']",['Concrete Revolutio'],
3671,Mieko KOOROGI,Female,Black Hair,"['Android', 'Braids', 'Pigtails', 'Robot']","['Concrete Revolutio', 'Concrete Revolutio: The Last Song']",
3672,Nishimura,Male,Black Hair,"[""Heaven's Memo Pad""]","[""Heaven's Memo Pad (Light Novel)""]",
3673,Masaru HANDA,Male,Black Hair,"['Hat', 'Sunglasses']","[""Heaven's Memo Pad""]","[""Heaven's Memo Pad (Light Novel)""]"
3674,Night CANE,The One,,,,
3675,Charlotte MUNCHAUSEN,Female,,"['Foreigner', 'Transfer Student']",['Whispered Words'],
3676,Koutarou's Mother,Female,,['Ultimate Otaku Teacher'],,
3677,Kakitani,Ultimate Otaku Teacher,,['Denpa Kyoushi'],,
3678,Kousuke,Ultimate Otaku Teacher,,,,
3679,Moemi KUSHINADA,Ultimate Otaku Teacher,,['Denpa Kyoushi'],,
3680,Makoto,Ultimate Otaku Teacher,,,,
3681,Mamoru,Ultimate Otaku Teacher,,,,
3682,Kazuya MOMOZONO,Ultimate Otaku Teacher,,['Denpa Kyoushi'],,
3683,Chuan LONG,Kingdom,Kingdom 2,['Kingdom'],,
3684,Principal,Male,,"['Adult', 'Facial Hair', 'School Principal']",['Ultimate Otaku Teacher'],
3685,Queen Mother,Female,,['Kingdom 2'],['Kingdom'],
3686,Zhuang ZHAO,Kingdom,,['Kingdom'],,
3687,Chimera,Mar,,['MÄR'],,
3688,Candice,Female,Brown Hair,['Mar'],['MÄR'],
3689,Flight Attendant,Female,Black Hair,['Scarf'],['Kagewani: Shou'],
3690,Second Flight Attendant,Female,Black Hair,['Scarf'],['Kagewani: Shou'],
3691,Djinn,Male,Red Hair,"['Facial Hair', 'Genie', 'Masks', 'Piercings', 'Ponytail']",['Shaman King'],
3692,Bansai TSUBURAYA,Male,Brown Hair,"['Actor', 'Adult', 'Glasses']","['Shouwa Genroku Rakugo Shinjuu', 'Shouwa Genroku Rakugo Shinjuu OVA']",
3693,Yan,Female,Blonde Hair,['Idol'],['Otaku no Seiza'],
3694,Seiko KASUGA,Female,Grey Hair,['Writer'],['Maria Watches Over Us'],"['Maria Watches Over Us', 'Maria Watches Over Us (Light Novel)']"
3695,Katsura,Female,Brown Hair,"['High School Student', 'Teenager']",['Maria Watches Over Us'],"['Maria Watches Over Us', 'Maria Watches Over Us (Light Novel)']"
3696,Chisato TANUMA,Female,Brown Hair,"['High School Student', 'Teenager']","['Maria Watches Over Us', 'Maria Watches Over Us Season 2', 'Maria Watches Over Us Season 4']","['Maria Watches Over Us', 'Maria Watches Over Us (Light Novel)']"
3697,Yamamura,Female,Black Hair,['Teacher'],['Maria Watches Over Us'],"['Maria Watches Over Us', 'Maria Watches Over Us (Light Novel)']"
3698,Misaki HIMEJI,Female,Brown Hair,['Fukashigi Philia'],,
3699,Miki FUKUZAWA,Female,Brown Hair,['Adult'],['Maria Watches Over Us Season 3'],
3700,Yuuichirou FUKUZAWA,Male,Brown Hair,['Adult'],['Maria Watches Over Us Season 3'],
3701,Hotaru SHIRAKAWA,Female,Brown Hair,"['Hair Ribbons', 'Pigtails']","['Memories Off 2nd', 'Memories Off 3.5']",
3702,Karin HANAMATSURI,Female,Blonde Hair,['Idol'],['Memories Off 3.5'],
3703,Gaira,Male,Grey Hair,['Facial Hair'],['Mar'],['MÄR']
3704,Jack's Mother,Female,Brown Hair,"['Adult', 'Bandana']",['Mar'],['MÄR']
3705,Kannochi,Male,,['Mar'],['MÄR'],
3706,King,Mar,,['MÄR'],,
3707,Peta,Male,,['Blood Power'],['Mar'],['MÄR']
3708,Pano RODOKIN,Female,Blue Hair,['Face Markings'],['Mar'],['MÄR']
3709,Hayabusa,Female,Black Hair,['Ninja'],['Black Lion'],
3710,Ryuuki,Male,Multicolored Hair,['Teenager'],"['Bubuki Buranki', 'Bubuki Buranki: The Gentle Giants of the Galaxy']",
3711,Jennifer,Female,Blonde Hair,"['Disgaea', 'Disgaea: Welcome to Netherworld']",,
3712,Koganesukii,Disgaea,,,,
3713,Hirayama,Female,,['Otaku'],['Kaichou-kun no Shimobe'],
3714,Rui KONDOU,Male,,['House of the Sun.'],,
3715,Iwasaki,Male,Black Hair,['Kagewani: Shou'],,
3716,Tomizawa,Male,,['Ajin: Demi-Human'],,
3717,Misato,Female,Brown Hair,"['Mazinger Z', 'Mazinger Z/Infinity']",,
3718,Ashibe's Father,Male,Black Hair,"['Adult', 'Carpenter', 'Facial Hair', 'Headband']","['Shounen Ashibe', 'Shounen Ashibe: Go! Go! Goma-chan', 'Shounen Ashibe: Go! Go! Goma-chan (2017)', 'Shounen Ashibe: Go! Go! Goma-chan (2018)', 'Shounen Ashibe: Go! Go! Goma-chan (2019)', 'Shounen Ashibe OVA']",
3719,Kanoko,Miyori no Mori,,['Miyori no Mori'],,
3720,Van NOCLIFF,Kingdom of Zombie,,,,
3721,Kunio ITOU,Boku ni Natta Watashi,,,,
3722,Momoko TAKANASHI,Boku ni Natta Watashi,,,,
3723,Akira TAKANASHI,Boku ni Natta Watashi,,,,
3724,Io NANBA,Hana-Kimi: For You in Full Blossom,,,,
3725,Yukina SHIRATORI,Female,,"['Martian Successor Nadesico', 'Martian Successor Nadesico: Prince Of Darkness']",,
3726,Dark Girl,Female,Black Hair,['Hat'],['DECO*27: Egomama'],
3727,Hitomi OOSAWA,Female,Orange Hair,"['Hair Antenna', 'High School Student', 'Lesbian', 'LGBT+', 'Musician', 'Pianist', 'Teenager']",['Concerto'],
3728,Giga,Male,Purple Hair,['Bobobo-bo Bo-bobo'],['Bobobo-bo Bo-bobo'],
3729,Hydrate,Male,Blonde Hair,['Bobobo-bo Bo-bobo'],"['Bobobo-bo Bo-bobo', 'Shinsetsu Bobobo-bo Bo-bobo']",
3730,Lambada,Male,Black Hair,['Bobobo-bo Bo-bobo'],"['Bobobo-bo Bo-bobo', 'Shinsetsu Bobobo-bo Bo-bobo']",
3731,Halon ONI,Male,Grey Hair,['Bobobo-bo Bo-bobo'],['Bobobo-bo Bo-bobo'],
3732,Pickle,Male,,"['Bobobo-bo Bo-bobo', 'Bobobo-bo Bo-bobo Recap']",['Bobobo-bo Bo-bobo'],
3733,Serviceman,Male,,['Bobobo-bo Bo-bobo'],['Bobobo-bo Bo-bobo'],
3734,Super Rabbit,Male,,['Bobobo-bo Bo-bobo'],"['Bobobo-bo Bo-bobo', 'Shinsetsu Bobobo-bo Bo-bobo']",
3735,Tsuru TSURULINA III,Male,,['Bobobo-bo Bo-bobo'],"['Bobobo-bo Bo-bobo', 'Shinsetsu Bobobo-bo Bo-bobo']",
3736,Ash,Male,,"['Anti-Gravity Hair', 'Headband']",['Black Cat'],
3737,Menou KURASHINA,Female,Blonde Hair,['D.N.Angel'],['D.N.Angel'],
3738,Haruko YAMAZAWA,Female,,['Glasses'],['Peephole'],
3739,Light NEWMAN,Male,Brown Hair,['Metal Armor Dragonar'],,
3740,Tapp OCEANO,Male,Black Hair,['Metal Armor Dragonar'],,
3741,Ryo NARAHARA,Female,Brown Hair,['Hair Ribbons'],['Megazone 23 Part III'],
3742,Youko,Midori Days,,,,
3743,Yuka,Midori Days,,,,
3744,Beniko IWASAKI,Midori Days,,,,
3745,Yuma TAKIGUCHI,Midori Days,,,,
3746,Miyuki,Midori Days,,,,
3747,Shiori's Father,Male,,['Midori Days'],,
3748,Nishida,Midori Days,,,,
3749,Masami KYOMOTO,Midori Days,,,,
3750,Shiori's Mother,Female,,['Midori Days'],,
3751,Shintaro KUROSU,Male,,['A Devil and Her Love Song'],,
3752,Fuku NISHI-SHINJUKU-GOCHOME,Male,Brown Hair,['Anthropomorphic'],['Miracle Train'],
3753,Hajime SHINJUKU-NISHIGUCHI,Male,Brown Hair,"['Anthropomorphic', 'Ponytail']",['Miracle Train'],
3754,Makoto KOGURE,Female,Black Hair,"['Actor', 'Adult']",['Miracle Train'],
3755,Chinatsu,Female,Brown Hair,"['High School Student', 'Teenager']",['Miracle Train'],
3756,Tetsuya DAIMON,Male,Black Hair,"['Anthropomorphic', 'Gunslinger']",['Miracle Train'],
3757,Himeno,Female,Blonde Hair,"['Ponytail', 'Wealthy']",['Miracle Train'],
3758,Aero,Male,Brown Hair,['Face Markings'],['Magi: The Kingdom of Magic'],
3759,Birdie,Male,,['Deity'],['Mauri to Ryuu'],
3760,Mauri,Male,,['Bandages'],['Mauri to Ryuu'],
3761,Sakiko,Female,,['The Drifting Classroom'],,
3762,Luki,Female,Green Hair,['Dogs: Bullets & Carnage'],,
3763,Jim,Male,Brown Hair,"['Cook', 'Facial Hair', 'Ponytail']",['Monster Rancher'],
3764,Tomomi MATSUNAGA,Female,Brown Hair,['Miracle Girls'],['Miracle Girls'],
3765,Shouma,Male,,['RIN-NE 2'],['RIN-NE'],
3766,Raju AMERETAT,Male,,['Aoki Umi no Torawarehime'],,
3767,Sugita,Male,,['Adult'],['Henjo: Hen na Joshikousei Amaguri Chiko'],
3768,Yamaoka SHIGERU,Male,Brown Hair,['Child'],['Mister Ajikko'],
3769,Kazuya NISHIZAWA,Male,,['Rika'],,
3770,Girl,Female,,['Headband'],"['DECO*27: Android Girl', 'DECO*27: Nisoku Hokou']",
3771,Kyouji YAGUMO,Male,Multicolored Hair,"['Anti-Gravity Hair', 'Battle Gamer']",['Yu-Gi-Oh! Zexal'],
3772,Sekiguchi,Male,Black Hair,['Adult'],['Usakame'],
3773,Harupii,Female,,"['Demon', 'Pointy Ears', 'Wings']",['Helck'],
3774,Iris,Female,,"['Animal Ears', 'Horns', 'Musician']",['Helck'],
3775,Graham,Male,Black Hair,['Military'],"['Mobile Suit Gundam: Thunderbolt', 'Mobile Suit Gundam: Thunderbolt - December Sky']",['Mobile Suit Gundam Thunderbolt']
3776,Daryl's Father,Male,Black Hair,"['Adult', 'Hat']",['Mobile Suit Gundam: Thunderbolt'],
3777,Bae-Dal CHOI,Male,,"['Adult', 'Facial Hair']",['Sun-Ken Rock'],
3778,Kaoru WAKI,Female,Purple Hair,"['Gintama', 'Gintama°']",['Gintama'],
3779,Jouichi KIENBANJOU,Male,,"['Scarf', 'Smoker', 'Superpowers']","['Rock Paper Scissors', 'Rock Paper Scissors (Light Novel)']",
3780,Satomi HAKOCHUUDOUDOU,Female,,"['Headband', 'High School Student', 'Mole', 'Superpowers', 'Teenager']","['Rock Paper Scissors', 'Rock Paper Scissors (Light Novel)']",
3781,Ace,Powerpuff Girls Z,,,,
3782,Fuzzy LUMPKINS,Powerpuff Girls Z,,,,
3783,Lane AIME,Male,Red Hair,['Mecha Pilot'],"[""Mobile Suit Gundam: Hathaway's Flash I""]","[""Mobile Suit Gundam: Hathaway's Flash (Light Novel)""]"
3784,Vladimir A. SMILES,Male,Blonde Hair,['Politician'],['Terra Formars: Revenge'],['Terra Formars']
3785,Himeko SHIROGANE,Female,Brown Hair,['Powerpuff Girls Z'],['Demishita! Powerpuff Girls Z'],
3786,Tae-Hoon KO,Male,Black Hair,"['Bully', 'High School Student']",['Dokgo'],
3787,Il-Han JANG,Male,Black Hair,"['Bully', 'High School Student']",['Dokgo'],
3788,Han PARK,Male,Black Hair,"['Bully', 'High School Student']",['Dokgo'],
3789,R. Ichirou TANAKA,Male,Black Hair,['Blinding Bangs'],['Kyuukyoku Choujin R'],['Kyuukyoku Choujin R']
3790,Araiguma's Father,Male,Multicolored Hair,"['Adult', 'Animal', 'Raccoon']",['Bonobono (2016)'],
3791,Meiousei BATOU,Male,,['Facial Hair'],"['Gintama.', 'Gintama: Shirogane no Tamashii-hen 2']",['Gintama']
3792,Gosterro,Male,Purple Hair,"['Bloodthirsty', 'Mecha Pilot']","['Blue Comet SPT Layzner', 'Blue Comet SPT Layzner OVA']",
3793,Romeko,Female,Multicolored Hair,"['Exotic Eyes', 'Undead', 'Zombie']",['Zonmi-chan'],
3794,Kid,Male,Black Hair,"['Alien', 'Horns']","[""Gintama'""]",['Gintama']
3795,Kenichi YOSHIDA,Male,Black Hair,"['Farmer', 'Monster Tamer', 'Person in a Strange World', 'Pompadour']",['Chihou Kishi Hans no Junan'],
3796,Mitsuba MINAGISHI,Female,Black Hair,"['Big Eater', 'Person in a Strange World', 'Ponytail', 'Superpowers']",['Chihou Kishi Hans no Junan'],
3797,Detective Sawazaka,Male,,"['Adult', 'Glasses', 'Police']","['Togari', 'Togari Shiro']",
3798,Akane AYAHARA,Female,,"['Adult', 'Single Parent']",['Pygmalion'],
3799,Taizou SEJIMA,Male,,['Adult'],['Pygmalion'],
3800,Kousuke ANAYAMA,Female,,['Samurai Deeper Kyo'],['Samurai Deeper Kyo'],
3801,David PEPPER,Male,Black Hair,"['Dreadlocks', 'Facial Hair', 'Unconventional Weapon']",['Black Cat'],
3802,Mimori,Female,Turquoise Hair,"['Hair Ribbons', 'Royalty']",['Kero Kero Chime'],['Kero Kero Chime']
3803,Dongwon KAM,Male,,"['High School Student', 'Teenager']","['New Normal: Class 8', 'New Normal: Class 8 - Part 4']",
3804,Eunji,Female,Brown Hair,"['High School Student', 'Small Stature', 'Teenager']",['New Normal: Class 8'],
3805,Naoki ASUBA,Male,,['Dennou Boukenki Webdiver'],,
3806,Misty BROWN,Female,,"['Gunsmith Cats', 'Gunsmith Cats: Burst']",,
3807,Hoheto IROHANI,Female,Grey Hair,['Eye Patch'],['Usakame'],['Usakame']
3808,Akito JOUHOU,Male,,['High School Debut'],,
3809,Issac CLAUDE,Male,,['Akuma to Duet'],,
3810,Tobihane,Brown Hair,,"['Animal', 'Kangaroo']",['Uninhabited Planet Survive'],
3811,Shingo's Mother,Female,Brown Hair,"['Adult', 'Glasses']",['Uninhabited Planet Survive'],
3812,Shingo's Father,Male,Brown Hair,"['Adult', 'Facial Hair', 'Glasses']",['Uninhabited Planet Survive'],
3813,Hakuyuukou KI,Male,Black Hair,['Musician'],"['Hakyuu Hoshin Engi', 'Soul Hunter']",['Hoshin Engi']
3814,Ou TENKUN,Male,Black Hair,"['Hat', 'Piercings', 'Pointy Ears']",['Hakyuu Hoshin Engi'],['Hoshin Engi']
3815,Cheating Student,Male,,"['Alien', 'Hat', 'Middle School Student']",['Space Patrol Luluco'],['Space Patrol Luluco']
3816,Koizumi,Male,Brown Hair,['Facial Hair'],['When They Cry: Kai'],
3817,Bill,Male,Black Hair,"['Dark-skinned', 'Musician', 'Suspenders']",['Kaze no Naka no Shoujo Kinpatsu no Jeanie'],
3818,Nekoe,Female,Green Hair,"['Delinquent', 'High School Student', 'Teenager']",['Magical Witch Punie-chan'],
3819,Hyde,Male,,['Hyde & Closer'],,
3820,Takara HONDA,Male,,['Moe Kare!!'],,
3821,Yutaka YOSHINO,Male,Black Hair,"['Hat', 'Military', 'Police']",['Joker Game'],
3822,Hanabishi's Owner,Female,Black Hair,['Joker Game'],,
3823,Sei TOMINAGA,Female,,['Samurai'],['Kaze Hikaru'],
3824,Iznario FAREED,Male,Brown Hair,"['Facial Hair', 'Nobility']",['Mobile Suit Gundam: Iron-Blooded Orphans'],
3825,Kudal CADEL,Male,Multicolored Hair,"['Adult', 'Choker', 'Mecha Pilot', 'Muscular', 'Piercings', 'Sadistic', 'Space Pirate']",['Mobile Suit Gundam: Iron-Blooded Orphans'],
3826,Alice MIA,Female,Brown Hair,['Teenager'],['Dangaioh: Hyper-Combat Unit'],
3827,Ikue DOUGAMI,Danganronpa Gaiden: Killer Killer,,,,
3828,Takuto MEYERS,Male,,"['Galaxy Angel', 'Galaxy Angel Beta']",,
3829,Lester COOLDARAS,Male,,"['Galaxy Angel', 'Galaxy Angel Beta', 'Galaxy Angel II']",,
3830,Kirika KAGARIGI,Female,Blonde Hair,"['Glasses', 'High School Student', 'Magical Girl', 'Orphan', 'Scientist', 'Wind Powers']",['Eternal Alice'],['Key Princess Story: Eternal Alice Rondo']
3831,Aruto KIRIHARA,Male,Blue Hair,"['Bookworm', 'Hair Antenna', 'Middle School Student', 'Orphan', 'Teenager', 'Writer']",['Eternal Alice'],['Key Princess Story: Eternal Alice Rondo']
3832,Ayako MANO,Female,Brown Hair,"['Hair Buns', 'Magical Girl', 'Martial Artist', 'Pigtails', 'Teenager', 'Whip Wielder']",['Devil Hunter Yohko'],
3833,Principal,Female,Red Hair,"['Adult', 'Bossy', 'Demon', 'Ruthless', 'Sadistic', 'School Principal', 'Succubus']",['Devil Hunter Yohko'],
3834,Asako MAKIMIYA,Female,Brown Hair,['Adult'],['Darker than Black: Gemini of the Meteor'],
3835,Sam N'DOOL,D.I.C.E.,,,,
3836,Kirishima,Male,,['Gokuto Jihen'],,
3837,Koryuun,Male,Black Hair,['Royalty'],"['Like the Clouds, Like the Wind']",
3838,Saeki,Male,,['Gokuto Jihen'],,
3839,Kouyou,Female,Brown Hair,"['Hat', 'Pipe', 'Smoker', 'Stoic']","['Like the Clouds, Like the Wind']",
3840,Yuka SUNADA,Athlete,Golfer,['Dan Doh!!'],,
3841,Kaori NATSU,Female,Brown Hair,['Team Coach'],['Dash! Kappei'],['Dash! Kappei']
3842,Sapphire,Dangaizer 3,,,,
3843,Duftmon,Artificial Intelligence (AI),Monster,"['Digimon Savers', 'Digimon Savers: Tokuten Eizou']",['Digimon Xros Wars'],
3844,Yggdrasil,Digimon Savers,Digimon Savers: Tokuten Eizou,"['Digimon Chronicle', 'Digimon Next', 'Digimon Xros Wars']",,
3845,Ivan,Male,White Hair,"['Digimon Savers', 'Digimon Savers: Tokuten Eizou']",,
3846,UlforceVdramon,Digimon Savers,,,,
3847,Rhythm,Female,,['Digimon Savers Movie: Digimon Savers - Ultimate Power! Burst Mode Invoke!!'],,
3848,Rei MIZUKI,Female,Blonde Hair,"['Adult', 'Closed Eyes']",['Time Travel Girl'],
3849,Atsugi,Male,Black Hair,"['Adult', 'Glasses']",['Kiznaiver'],
3850,Editor,Male,Multicolored Hair,"['Adult', 'Editor', 'Facial Hair', 'Glasses']",['Kiznaiver'],
3851,Brooke KABAYAN,Male,Brown Hair,"['Adult', 'Big Nose', 'Overweight', 'Space Pirate']",['Mobile Suit Gundam: Iron-Blooded Orphans'],
3852,Moku CORRINA,Female,Brown Hair,"['Foreigner', 'University Student']",['Darker than Black'],
3853,Shoken CHIN,Male,Black Hair,['Dragon Ball'],,
3854,Noppo,Male,,['Dragon Ball'],,
3855,Shao Long HYOGA,Male,Black Hair,['Dragon Ball'],,
3856,Shura,Male,Black Hair,"['Demon', 'Pointy Ears']",['Dragon Ball'],
3857,Tanmen,Female,Black Hair,['Dragon Ball'],,
3858,Yaochun,Male,,['Facial Hair'],['Dragon Ball'],
3859,Amitabh KAPUR,Male,Brown Hair,"['Adult', 'Ruthless', 'Superpowers']",['Darker than Black'],
3860,Kenneth,Male,Blonde Hair,"['Facial Hair', 'Gangster', 'Mercenary']",['Darker than Black'],
3861,Reiji KIKUCHI,Male,Brown Hair,['Adult'],['Darker than Black'],
3862,Scotch,Male,,['Facial Hair'],"['Detective Conan', 'Detective Conan Movie 25: The Bride of Halloween', 'Detective Conan: Police Academy Arc - Wild Police Story', ""Detective Conan: Zero's Tea Time""]",['Case Closed']
3863,High,Male,Black Hair,"['Headband', 'Rosy Cheeks']",['Dotto Koni-chan'],
3864,Mizu-chin,Female,Brown Hair,"['High School Student', 'Teenager']",['We Were There'],['We Were There']
3865,Ayaka TAKEUCHI,Female,Brown Hair,['We Were There'],['We Were There'],
3866,Michael BARTON JR.,Male,Blonde Hair,['Digimon Adventure 02'],,
3867,Chichos's Father,Male,,"['Adult', 'Facial Hair']",['Digimon Adventure 02'],
3868,Zahrah,Female,Black Hair,"['Dinosaur King', 'Dinosaur King 2nd Season']",,
3869,Ichi,Animal,Dog,"['Doraemon (1979)', ""Doraemon Movie 25: Nobita's Wannyan Space-Time Legend""]",['Doraemon'],
3870,Francois,Male,Purple Hair,['Mahou Tsukai Pretty Cure!'],,
3871,Buzz,Male,,"['Adult', 'Bald', 'Demon Hunter', 'Face Markings', 'Hot-Headed']",['D.Gray-man'],['D.Gray-Man']
3872,Gooley Andrew FRANCIS,Male,Brown Hair,"['Dirty Pair', 'Dirty Pair: Flight 005 Conspiracy', 'Dirty Pair OVA', 'Dirty Pair: Project Eden', 'Dirty Pair: With Love From the Lovely Angels']",,
3873,Jirou OKAMOTO,Male,Brown Hair,"['Adult', 'Director', 'Glasses', 'Hat']","['Aikatsu on Parade!', 'Aikatsu Stars!', 'Aikatsu Stars! Hoshi no Tsubasa']",
3874,Zilba,Female,Blonde Hair,"['Adult', 'Choker', 'Whip Wielder']",['Uninhabited Planet Survive'],
3875,Bounty Hunter,Male,Brown Hair,"['Adult', 'Bounty Hunter', 'Eye Patch', 'Facial Hair', 'Scar']",['D.Gray-man'],
3876,Piisuke,Dinosaur,,"[""Doraemon Movie 1: Nobita's Dinosaur"", ""Doraemon Movie 26: Nobita's Dinosaur (2006)""]",['Daichohen Doraemon'],
3877,Ibelda,Male,Multicolored Hair,"['Claw Weapons', 'Scar', 'Sharp Teeth']",['Endride'],
3878,Sherlock HOLMES,Male,,"['Adult', 'Detective']",['Detective Conan Movie 6: The Phantom of Baker Street'],
3879,Cuckoo,Animal,Bird,['Gauche the Cellist'],,
